what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049657874
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049658542
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1304049659616
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049660292
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049660787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049660976
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049661153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049661313
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049661478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049661912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049664350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049675836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049748594
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1304049807659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1304049809136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049817590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049837529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049857954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049873631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049886903
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049887362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049887535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049887991
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1304049889659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049890302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049890763
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049891214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049891645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304049892701
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1304049921464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1304049925036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1304049928438
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304049930104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049933617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049939388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304049952561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304050110075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304050112377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304050203675
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1304050204606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304050208471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1304050220103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1304050223479
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304050234632
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304050235606
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304050256803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304050279628
