what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1304825431583
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1304825431584
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1304825431585
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1304825431586
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1304825431591
started,bundle,com.python.pydev.analysis,2.0.0.2011040403,"com.python.pydev.analysis",1304825431592
started,bundle,org.python.pydev,2.0.0.2011040403,"org.python.pydev",1304825431593
started,bundle,org.python.pydev.core,2.0.0.2011040403,"org.python.pydev.core",1304825431594
os,sysinfo,,,"win32",1304825431599
arch,sysinfo,,,"x86_64",1304825431599
ws,sysinfo,,,"win32",1304825431599
locale,sysinfo,,,"en_CA",1304825431599
processors,sysinfo,,,"4",1304825431599
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1304825431599
java.runtime.version,sysinfo,,,"1.5.0_15-b04",1304825431599
java.specification.name,sysinfo,,,"Java Platform API Specification",1304825431599
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304825431599
java.specification.version,sysinfo,,,"1.5",1304825431599
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1304825431599
java.version,sysinfo,,,"1.5.0_15",1304825431599
java.vm.info,sysinfo,,,"mixed mode",1304825431599
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1304825431599
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1304825431599
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304825431599
java.vm.specification.version,sysinfo,,,"1.0",1304825431599
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1304825431599
java.vm.version,sysinfo,,,"1.5.0_15-b04",1304825431599
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1304825431729
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1304825431760
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1304825431762
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1304825431776
