what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304034481730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304034486030
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304034490828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1304034499618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304034512026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034513002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034538351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034563350
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034607486
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304034614283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034615214
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034679113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304034689419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034690971
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034766154
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1304034774388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1304034775981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304034786074
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304034787357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035224944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035228673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035261486
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035305464
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035351550
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304035357075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035358142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035910324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304035921356
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1304035959399
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1304035964077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1304035966073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304035968599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304035969813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036050190
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304036059479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036060480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036087805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036106479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036124265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036135091
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036195356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036219004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036234284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036243842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036249224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304036254356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304036255542
